indexOfdf,Id,ColumnName,Orignal,Modified,ErrorType,Fixing
33667,68182184,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33668,71856990,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33669,71444197,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33670,71445249,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33671,67961200,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33672,69687095,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33673,69692615,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33674,68347651,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33675,69670438,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33676,71198914,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33677,67289098,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33678,68807346,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33679,71443876,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33680,68545460,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33681,69687802,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33682,71685166,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33683,68347476,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33684,71199964,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33685,68346379,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33686,69686820,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33687,71856252,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33688,71701757,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33689,68346559,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33690,70677084,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33691,71857022,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33692,71685328,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33693,71198679,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33694,69687011,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33695,71444014,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33696,70079728,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33697,69850059,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33698,68807078,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33699,68805790,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33700,69687179,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33701,71443978,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33702,68826410,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33703,71197609,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33704,71857130,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33705,67947810,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33706,68346843,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33707,68346347,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33708,68181257,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33709,68544906,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33710,69268292,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33711,68807262,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33712,67947928,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33713,68346948,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33714,71701957,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33715,70519984,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33716,71895094,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33717,71444313,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33718,71198476,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33719,68180637,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33720,71445064,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33721,69669574,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33722,70519995,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33723,71685110,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33724,71199601,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33725,68826390,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33726,71856665,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33727,72481312,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33728,71901525,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33729,71857524,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33730,68545058,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33731,71685590,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33732,69249709,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33733,69669800,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33734,69669831,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33735,71686145,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33736,72678378,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33737,69250248,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33738,67947024,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33739,69669575,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33740,71198269,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33741,70677398,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33742,68806373,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33743,69249866,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33744,68347411,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33745,69687213,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33746,68805970,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33747,71685846,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33748,68805936,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33749,67949521,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33750,67153396,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33751,70677124,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33752,67947072,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33753,69687029,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33754,71198321,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33755,69250404,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33756,68181093,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33757,69250072,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33758,71197741,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33759,68181626,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33760,68346356,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33761,68346513,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33762,68807268,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33763,71444528,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33764,70677121,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33765,68347489,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33766,71685708,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33767,67948218,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33768,71444358,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33769,71855915,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33770,71199740,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33771,69250637,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33772,70677061,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33773,71685118,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33774,71856946,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33775,69250134,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33776,69670217,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33777,70677142,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33778,71686254,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33779,71199730,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33780,68347566,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33781,71443938,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33782,68180031,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33783,68181244,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33784,71857436,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33785,68181025,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33786,70333188,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33787,71856641,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33788,67947632,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33789,71855972,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33790,69687038,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33791,70677059,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33792,68346357,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33793,68180795,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33794,69268975,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33795,69670151,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33796,72248700,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33797,71444877,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33798,71444757,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33799,72689117,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33800,68347384,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33801,68180145,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33802,71444810,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33803,71444381,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33804,70677335,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33805,68346311,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33806,68179957,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33807,71199186,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33808,71856497,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33809,68544997,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33810,68346645,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33811,70519899,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33812,68806248,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33813,69250939,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33814,70078710,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33815,71856595,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33816,72678725,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33817,71685720,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33818,69687588,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33819,70677804,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33820,69671196,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33821,71857507,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33822,71857031,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33823,70677365,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33824,68806745,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33825,69249981,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33826,67970848,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33827,71199801,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33828,69687925,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33829,71444021,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33830,68826408,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33831,68806741,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33832,71444201,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33833,69251091,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33834,71443744,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33835,70677178,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33836,71702272,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33837,68347540,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33838,69249679,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33839,70520023,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33840,69670771,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33841,71443865,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33842,68347544,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33843,70692966,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33844,70333196,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33845,71469975,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33846,69669723,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33847,67947235,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33848,71444217,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33849,71445047,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33850,68181261,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33851,68181303,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33852,68347030,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33853,72689902,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33854,69670113,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33855,68347193,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33856,71856320,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33857,69669635,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33858,68181895,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33859,68807429,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33860,69686778,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33861,68806837,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33862,71444636,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33863,71856926,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33864,69688016,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33865,68374923,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33866,69249803,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33867,68347042,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33868,69671167,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33869,68182493,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33870,71686146,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33871,68347458,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33872,71445090,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33873,67947927,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33874,71855941,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33875,71856546,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33876,68544976,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33877,71226877,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33878,69249914,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33879,71445186,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33880,68181321,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33881,70078277,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33882,69250765,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33883,69250707,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33884,68807015,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33885,71199681,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33886,69687061,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33887,69250717,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33888,68346571,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33889,71685298,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33890,71856973,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33891,69670427,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33892,68545114,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33893,71444078,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33894,68807249,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33895,67947340,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33896,71198451,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33897,69670671,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33898,69671021,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33899,68545112,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33900,68347049,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33901,69686822,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33902,71686312,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33903,70677329,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33904,71856422,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33905,68806311,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33906,71857371,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33907,71198684,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33908,68180789,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33909,68346535,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33910,69687156,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33911,69249897,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33912,71199581,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33913,71199178,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33914,71444475,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33915,68180172,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33916,71444190,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33917,66907617,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33918,67947303,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33919,69250321,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33920,67947811,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33921,69692614,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33922,68180152,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33923,68347591,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33924,71685760,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33925,71856046,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33926,68347310,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33927,67949113,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33928,71685153,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33929,67153390,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33930,70332849,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33931,70677199,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33932,67949577,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33933,69249912,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33934,68181197,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33935,69268501,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33936,71198949,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33937,71197759,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33938,67949220,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33939,66588657,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33940,70676893,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33941,71894673,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33942,69250096,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33943,68807473,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33944,69250656,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33945,68545251,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33946,66969134,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33947,71901378,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33948,71685197,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33949,66907909,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33950,71901618,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33951,71199680,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33952,68806847,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33953,68544821,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33954,68806708,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33955,69686751,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33956,68806666,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33957,69670455,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33958,71857104,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33959,68544911,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33960,70676475,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33961,69250834,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33962,68181913,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33963,71197756,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33964,69250402,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33965,71199987,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33966,67949222,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33967,68181510,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33968,68179947,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33969,71856582,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33970,68180889,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33971,71199742,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33972,69250525,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33973,68545081,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33974,71685747,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33975,71685745,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33976,69249946,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33977,68179992,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33978,68180732,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33979,68806201,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33980,71856924,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33981,71686245,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33982,71685866,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33983,69268498,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33984,69250453,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33985,71444483,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33986,67948703,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33987,68181078,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33988,67949358,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33989,68805847,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33990,68347404,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33991,71856576,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33992,70676548,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33993,68180029,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33994,71199734,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33995,69250888,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33996,70677599,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33997,69669695,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33998,68545096,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
33999,69670979,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
34000,71197991,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
34001,67947801,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
34002,68806589,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
34003,71856126,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
34004,69670281,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
34005,69687810,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
34006,68346496,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
34007,70520033,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
34008,71198351,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
34009,70519901,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
34010,67948630,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
34011,68826816,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
34012,71444988,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
34013,68806683,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
34014,68346634,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
34015,71199442,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
34016,68545001,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
34017,71686196,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
34018,68807344,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
34019,68347297,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
34020,68180015,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
34021,68806090,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
34022,68346649,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
34023,71686234,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
34024,68806275,ContractType,N/A,non-specified,Inconsistency,replacing all inconsistant values
